datetime,storm_severity,ground_activity,grid_stress,facility_exposure,risk_label
2010-01-01 00:00:00+00:00,0.0,0.0,0.0,0.6221463598979954,0
2010-01-01 03:00:00+00:00,0.0,0.0,0.0,0.6806842172503812,0
2010-01-01 06:00:00+00:00,0.0,0.0,0.0,0.7011929095761765,0
2010-01-01 09:00:00+00:00,0.0,0.0,0.07769863306536448,0.1984632449719917,0
2010-01-01 12:00:00+00:00,0.0,0.06376742705088233,0.017462240273773397,0.32634879868891603,0
2010-01-01 15:00:00+00:00,0.0,0.17501895684665775,0.15800388084976547,0.5482660590200438,0
2010-01-01 18:00:00+00:00,0.0,0.0,0.09030620691662544,0.20553979495623517,0
2010-01-01 21:00:00+00:00,0.1111111111111111,0.0,0.0,0.7273831640820053,0
2010-01-02 00:00:00+00:00,0.0,0.0,0.057706703715416564,0.6509387640690754,0
2010-01-02 03:00:00+00:00,0.0,0.0,0.05978655775827806,0.7024729237117546,0
2010-01-02 06:00:00+00:00,0.037000000000000005,0.0,0.0,0.17177712977431173,0
2010-01-02 09:00:00+00:00,0.037000000000000005,0.0,0.0,0.7957988869528884,0
2010-01-02 12:00:00+00:00,0.0,0.05645350238649535,0.004468781607424865,0.21450310770276274,0
2010-01-02 15:00:00+00:00,0.037000000000000005,0.007869672634826906,0.0,0.30060426745764235,0
2010-01-02 18:00:00+00:00,0.037000000000000005,0.04594444991258622,0.0,0.2589648366795072,0
2010-01-02 21:00:00+00:00,0.037000000000000005,0.0,0.0,0.23742995784699597,0
2010-01-03 00:00:00+00:00,0.037000000000000005,0.0499372954271479,0.0,0.23887337577593312,0
2010-01-03 03:00:00+00:00,0.1481111111111111,0.02975097151515394,0.018771553386826415,0.7379037306108639,0
2010-01-03 06:00:00+00:00,0.07411111111111111,0.0,0.007255786723323322,0.36916724439352355,0
2010-01-03 09:00:00+00:00,0.2222222222222222,0.06937531432072352,0.11778159595759966,0.6703079322274728,0
2010-01-03 12:00:00+00:00,0.18522222222222223,0.05718791718640532,0.06405648936403892,0.397482575481658,0
2010-01-03 15:00:00+00:00,0.07411111111111111,0.0,0.0011366427644460065,0.27983318326867296,0
2010-01-03 18:00:00+00:00,0.0,0.0,0.04454035364507274,0.515267721320343,0
2010-01-03 21:00:00+00:00,0.037000000000000005,0.15992301615067225,0.17554893835092136,0.5184738359421565,0
2010-01-04 00:00:00+00:00,0.037000000000000005,0.028939307837697728,0.0,0.276156172998314,0
2010-01-04 03:00:00+00:00,0.0,0.07804185670092122,0.10480706936308633,0.7608048374402829,0
2010-01-04 06:00:00+00:00,0.1481111111111111,0.0,0.05842135961647721,0.3341804004540404,0
2010-01-04 09:00:00+00:00,0.1111111111111111,0.07481547611737271,0.05503551458750764,0.42149424285746384,0
2010-01-04 12:00:00+00:00,0.037000000000000005,0.1451086630041642,0.1941392299946743,0.4602113425702308,0
2010-01-04 15:00:00+00:00,0.0,0.0,0.047782834562400955,0.3405028709910145,0
2010-01-04 18:00:00+00:00,0.037000000000000005,0.0,0.0259348747192736,0.25000001076049283,0
2010-01-04 21:00:00+00:00,0.0,0.0,0.0,0.24047467075915369,0
2010-01-05 00:00:00+00:00,0.0,0.0,0.0,0.7081490023472707,0
2010-01-05 03:00:00+00:00,0.0,0.0,0.0731306506821002,0.35869356042953615,0
2010-01-05 06:00:00+00:00,0.0,0.0,0.00811554302072587,0.7351779126085128,0
2010-01-05 09:00:00+00:00,0.0,0.053668175569045955,0.0,0.8997367308771435,0
2010-01-05 12:00:00+00:00,0.07411111111111111,0.15423344809350195,0.13038857827231037,0.39636663520117954,0
2010-01-05 15:00:00+00:00,0.1111111111111111,0.0725701432112058,0.06780248557602994,0.6086954836597797,0
2010-01-05 18:00:00+00:00,0.037000000000000005,0.0,0.0,0.5180331111585696,0
2010-01-05 21:00:00+00:00,0.0,0.0,0.1474730542708921,0.33201429916775926,0
2010-01-06 00:00:00+00:00,0.07411111111111111,0.10029599941050672,0.15901664570730983,0.6442245527516295,0
2010-01-06 03:00:00+00:00,0.037000000000000005,0.0,0.041648728815702196,0.2936501537648055,0
2010-01-06 06:00:00+00:00,0.037000000000000005,0.03494503299942655,0.0,0.43246897073500035,0
2010-01-06 09:00:00+00:00,0.037000000000000005,0.0,0.0,0.4342305740185993,0
2010-01-06 12:00:00+00:00,0.0,0.0,0.0,0.5671034879254719,0
2010-01-06 15:00:00+00:00,0.0,0.1338469389714236,0.09477375587674117,0.7555022572737976,0
2010-01-06 18:00:00+00:00,0.0,0.0,0.0009058651277910135,0.6440114238948518,0
2010-01-06 21:00:00+00:00,0.0,0.09768265996906525,0.12608285067770403,0.83559496307751,0
2010-01-07 00:00:00+00:00,0.0,0.12149258544752153,0.10625337938318943,0.13066064458838317,0
2010-01-07 03:00:00+00:00,0.0,0.0,0.10217475369795787,0.5925446967605503,0
2010-01-07 06:00:00+00:00,0.0,0.0,0.0,0.6456666846959888,0
2010-01-07 09:00:00+00:00,0.0,0.0726407180919519,0.08556990844011139,0.5752867490183268,0
2010-01-07 12:00:00+00:00,0.0,0.0,0.0,0.569241903660853,0
2010-01-07 15:00:00+00:00,0.0,0.04570018751960504,0.037003657168646606,0.6574329694635599,0
2010-01-07 18:00:00+00:00,0.07411111111111111,0.12174328652871381,0.10570189017488517,0.18604466863998603,0
2010-01-07 21:00:00+00:00,0.0,0.0,0.053154740832589344,0.5169362665642915,0
2010-01-08 00:00:00+00:00,0.07411111111111111,0.0,0.0,0.19909045923754462,0
2010-01-08 03:00:00+00:00,0.0,0.0,0.0,0.19185477658780947,0
2010-01-08 06:00:00+00:00,0.037000000000000005,0.0,0.004278158370165904,0.36658423190838973,0
2010-01-08 09:00:00+00:00,0.0,0.027426396555943307,0.036450476497962195,0.2297687329953642,0
2010-01-08 12:00:00+00:00,0.0,0.0,0.0,0.8459422946529432,0
2010-01-08 15:00:00+00:00,0.037000000000000005,0.22414989333008936,0.12481280187638974,0.11644245503207201,0
2010-01-08 18:00:00+00:00,0.0,0.0730332481064141,0.005798443963170211,0.7052680361608509,0
2010-01-08 21:00:00+00:00,0.0,0.0,0.0,0.1495139745629623,0
2010-01-09 00:00:00+00:00,0.0,0.0,0.0,0.3525926936962003,0
2010-01-09 03:00:00+00:00,0.0,0.16116472419276714,0.07692439230145993,0.4430545197629979,0
2010-01-09 06:00:00+00:00,0.0,0.05381274847675284,0.0,0.8787963760836263,0
2010-01-09 09:00:00+00:00,0.037000000000000005,0.11037355837968042,0.06210640992883916,0.5964090054086922,0
2010-01-09 12:00:00+00:00,0.037000000000000005,0.03389773858155496,0.05399404968727746,0.6947434532880721,0
2010-01-09 15:00:00+00:00,0.037000000000000005,0.006277673740666895,0.06504944480188388,0.49483485697422214,0
2010-01-09 18:00:00+00:00,0.0,0.09449314923831904,0.03314996970718775,0.6776370045644236,0
2010-01-09 21:00:00+00:00,0.037000000000000005,0.09272624474092113,0.10818736627366261,0.6184444382288483,0
2010-01-10 00:00:00+00:00,0.0,0.0037118757334452406,0.0,0.8446367879702837,0
2010-01-10 03:00:00+00:00,0.0,0.0023906673154133213,0.0,0.7546098055158686,0
2010-01-10 06:00:00+00:00,0.07411111111111111,0.009764592838115111,0.0,0.6687922714889608,0
2010-01-10 09:00:00+00:00,0.1111111111111111,0.08211800682135895,0.03886322509674802,0.7409538705455504,0
2010-01-10 12:00:00+00:00,0.1481111111111111,0.0,0.0,0.8871548690460858,0
2010-01-10 15:00:00+00:00,0.18522222222222223,0.06467095572357939,0.07901948574174406,0.4283382783326738,0
2010-01-10 18:00:00+00:00,0.07411111111111111,0.13604887809409694,0.16329019462401034,0.43167939122851884,0
2010-01-10 21:00:00+00:00,0.0,0.027102247823118736,0.032321683095292576,0.1705035560375457,0
2010-01-11 00:00:00+00:00,0.07411111111111111,0.025794977249315208,0.0690300848967263,0.8277863363560668,0
2010-01-11 03:00:00+00:00,0.18522222222222223,0.027684283066156605,0.03342069207339564,0.23147761658216848,0
2010-01-11 06:00:00+00:00,0.25922222222222224,0.20509447156373872,0.20354793877338834,0.4593850747842677,1
2010-01-11 09:00:00+00:00,0.25922222222222224,0.1726440584100949,0.2625207799695993,0.8882368730815237,1
2010-01-11 12:00:00+00:00,0.25922222222222224,0.0,0.0,0.16874854242229792,0
2010-01-11 15:00:00+00:00,0.18522222222222223,0.0,0.0,0.5488416569191961,0
2010-01-11 18:00:00+00:00,0.1111111111111111,0.0,0.06911567004192636,0.38631123033759285,0
2010-01-11 21:00:00+00:00,0.1111111111111111,0.0,0.0,0.49493477127038643,0
2010-01-12 00:00:00+00:00,0.1481111111111111,0.10855057740041354,0.14754040162686294,0.8475071108451234,0
2010-01-12 03:00:00+00:00,0.2222222222222222,0.0635794165131642,0.023854480994876602,0.27235978742518957,0
2010-01-12 06:00:00+00:00,0.07411111111111111,0.0,0.06573460638147598,0.7450159223555709,0
2010-01-12 09:00:00+00:00,0.037000000000000005,0.06127083907050376,0.021362450860433226,0.33433934764535134,0
2010-01-12 12:00:00+00:00,0.0,0.04411971992663097,0.0006659074801975556,0.4144103224424889,0
2010-01-12 15:00:00+00:00,0.0,0.2111127165657828,0.12037801046525717,0.6946708038279755,0
2010-01-12 18:00:00+00:00,0.18522222222222223,0.0,0.0,0.5712548128233707,0
2010-01-12 21:00:00+00:00,0.18522222222222223,0.05602030252122131,0.022927937449124705,0.6085123744522863,0
2010-01-13 00:00:00+00:00,0.3333333333333333,0.13011641861971066,0.06922527152739277,0.6722871464524822,1
2010-01-13 03:00:00+00:00,0.25922222222222224,0.19670996742776992,0.13372382603665145,0.41751932724892427,0
2010-01-13 06:00:00+00:00,0.1481111111111111,0.03416399077782133,0.0,0.14072448988969014,0
2010-01-13 09:00:00+00:00,0.07411111111111111,0.028205367672992646,0.06372604212513434,0.20020614065743925,0
2010-01-13 12:00:00+00:00,0.1111111111111111,0.0,0.0,0.8077092237872339,0
2010-01-13 15:00:00+00:00,0.18522222222222223,0.0,0.02268534349100139,0.45661074531966284,0
2010-01-13 18:00:00+00:00,0.1481111111111111,0.03321805266369307,0.015625488467262028,0.15855745185142203,0
2010-01-13 21:00:00+00:00,0.25922222222222224,0.20877244765061287,0.1384221164627441,0.7302821080450979,1
2010-01-14 00:00:00+00:00,0.18522222222222223,0.08068064847800532,0.08325978580993919,0.763610782065898,0
2010-01-14 03:00:00+00:00,0.18522222222222223,0.0,0.0,0.7636634466836691,0
2010-01-14 06:00:00+00:00,0.0,0.04743194164080458,0.1267338435215405,0.7101998854308348,0
2010-01-14 09:00:00+00:00,0.1481111111111111,0.0,0.07533602044512752,0.43982207229945336,0
2010-01-14 12:00:00+00:00,0.1481111111111111,0.0,0.0,0.7463832482566399,0
2010-01-14 15:00:00+00:00,0.07411111111111111,0.15217409219949582,0.10799696769312402,0.48511368665968646,0
2010-01-14 18:00:00+00:00,0.1481111111111111,0.0,0.10049820106615595,0.1228344282185101,0
2010-01-14 21:00:00+00:00,0.07411111111111111,0.08678288801635874,0.0,0.7700686268765827,0
2010-01-15 00:00:00+00:00,0.1111111111111111,0.0,0.05331947908070243,0.4306422922491321,0
2010-01-15 03:00:00+00:00,0.037000000000000005,0.0,0.0,0.7302482845717965,0
2010-01-15 06:00:00+00:00,0.037000000000000005,0.0,0.0,0.1781568390925199,0
2010-01-15 09:00:00+00:00,0.037000000000000005,0.0,0.0599841959551437,0.11744788481281745,0
2010-01-15 12:00:00+00:00,0.037000000000000005,0.0,0.013379419741416227,0.4824874158784328,0
2010-01-15 15:00:00+00:00,0.1111111111111111,0.10594661291131613,0.16617729418435823,0.2496814977211722,0
2010-01-15 18:00:00+00:00,0.2222222222222222,0.07036290720740254,0.0655128622282931,0.5042288102593998,0
2010-01-15 21:00:00+00:00,0.25922222222222224,0.21166621360847682,0.22468546887566693,0.25350518969775426,0
2010-01-16 00:00:00+00:00,0.037000000000000005,0.04604220357436159,0.058444272935334,0.7781870357589951,0
2010-01-16 03:00:00+00:00,0.0,0.0,0.0,0.17856178340388384,0
2010-01-16 06:00:00+00:00,0.0,0.07445442727917286,0.0,0.4457928472278303,0
2010-01-16 09:00:00+00:00,0.07411111111111111,0.0,0.0,0.807299719461634,0
2010-01-16 12:00:00+00:00,0.037000000000000005,0.0,0.020050396609533522,0.7205837374938242,0
2010-01-16 15:00:00+00:00,0.0,0.07418418535360992,0.02353917207876717,0.36613920578297376,0
2010-01-16 18:00:00+00:00,0.0,0.0,0.0,0.2604166572740564,0
2010-01-16 21:00:00+00:00,0.037000000000000005,0.04595659257845912,0.12602507795252402,0.2920028147625917,0
2010-01-17 00:00:00+00:00,0.0,0.0,0.008656843327392224,0.12652252652502805,0
2010-01-17 03:00:00+00:00,0.037000000000000005,0.0034717295958731804,0.03395041715619066,0.2522247737338372,0
2010-01-17 06:00:00+00:00,0.0,0.009342333690866551,0.0,0.5509745080577219,0
2010-01-17 09:00:00+00:00,0.037000000000000005,0.0,0.0,0.6586158630720402,0
2010-01-17 12:00:00+00:00,0.037000000000000005,0.055471030634722245,0.0,0.4818516424703717,0
2010-01-17 15:00:00+00:00,0.0,0.0,0.01892186168978209,0.4149617776143838,0
2010-01-17 18:00:00+00:00,0.0,0.013073445332859474,0.003599815727470591,0.424576426348512,0
2010-01-17 21:00:00+00:00,0.0,0.0,0.031990678207085115,0.2918442385112674,0
2010-01-18 00:00:00+00:00,0.0,0.0,0.07117487535356266,0.8313246488131326,0
2010-01-18 03:00:00+00:00,0.1111111111111111,0.058353056688642095,0.05182275772832292,0.8462750333110555,0
2010-01-18 06:00:00+00:00,0.037000000000000005,0.0,0.0,0.2900348704327336,0
2010-01-18 09:00:00+00:00,0.037000000000000005,0.07970189190268857,0.1161971894910451,0.7029361875931233,0
2010-01-18 12:00:00+00:00,0.07411111111111111,0.0,0.0,0.7447333867420658,0
2010-01-18 15:00:00+00:00,0.1481111111111111,0.0,0.08179834570655828,0.2062415629443148,0
2010-01-18 18:00:00+00:00,0.07411111111111111,0.0,0.0,0.3614717958647765,0
2010-01-18 21:00:00+00:00,0.07411111111111111,0.0020285444279572904,0.0,0.7048815612127363,0
2010-01-19 00:00:00+00:00,0.07411111111111111,0.12470852826107703,0.1390760178095766,0.5611479806582562,0
2010-01-19 03:00:00+00:00,0.0,0.02104945384104914,0.03878984460276369,0.7769996782973005,0
2010-01-19 06:00:00+00:00,0.0,0.0,0.0,0.41044573426236597,0
2010-01-19 09:00:00+00:00,0.0,0.0,0.04574217104355366,0.8584580681937132,0
2010-01-19 12:00:00+00:00,0.037000000000000005,0.0,0.0,0.12477410629371395,0
2010-01-19 15:00:00+00:00,0.037000000000000005,0.11888294024630126,0.04790471260158095,0.13822772285037896,0
2010-01-19 18:00:00+00:00,0.0,0.0,0.0,0.16788856684126036,0
2010-01-19 21:00:00+00:00,0.037000000000000005,0.0,0.0,0.7183697848769857,0
2010-01-20 00:00:00+00:00,0.07411111111111111,0.07080106862498056,0.040127132717579006,0.7241681512296201,0
2010-01-20 03:00:00+00:00,0.0,0.05996219949026296,0.07400256128463459,0.16109124665838462,0
2010-01-20 06:00:00+00:00,0.1481111111111111,0.0,0.0,0.2332135477227796,0
2010-01-20 09:00:00+00:00,0.07411111111111111,0.056849354738361474,0.0,0.818272357965947,0
2010-01-20 12:00:00+00:00,0.25922222222222224,0.13432880724059407,0.03633242050252504,0.46261663112033413,0
2010-01-20 15:00:00+00:00,0.4444444444444444,0.20908456379872922,0.19110454400910717,0.39024210756761035,1
2010-01-20 18:00:00+00:00,0.4444444444444444,0.1790483429232173,0.29513886824853064,0.24951724379358425,1
2010-01-20 21:00:00+00:00,0.40744444444444444,0.027187333374159905,0.0,0.1823273637839872,0
2010-01-21 00:00:00+00:00,0.2222222222222222,0.0,0.0,0.211082440650378,0
2010-01-21 03:00:00+00:00,0.29633333333333334,0.10323549038913746,0.07839902910476164,0.13179091177234553,0
2010-01-21 06:00:00+00:00,0.25922222222222224,0.03858596034053795,0.0,0.6906443186093495,0
2010-01-21 09:00:00+00:00,0.1111111111111111,0.06632359818018871,0.07111599870230087,0.4746859074508648,0
2010-01-21 12:00:00+00:00,0.1111111111111111,0.0,0.021055525465772416,0.7579456946826667,0
2010-01-21 15:00:00+00:00,0.037000000000000005,0.0,0.023721853495044538,0.6050273099296265,0
2010-01-21 18:00:00+00:00,0.0,0.07212720079723398,0.08051506862257855,0.28582608632345785,0
2010-01-21 21:00:00+00:00,0.037000000000000005,0.0,0.0,0.8303112298997347,0
2010-01-22 00:00:00+00:00,0.1111111111111111,0.04183087782993837,0.040544534362203476,0.5768213144022717,0
2010-01-22 03:00:00+00:00,0.18522222222222223,0.0,0.0,0.8451471430557045,0
2010-01-22 06:00:00+00:00,0.0,0.019154101138591617,0.04188300819688379,0.30255954281761116,0
2010-01-22 09:00:00+00:00,0.07411111111111111,0.0,0.04057422059094948,0.7689480105642115,0
2010-01-22 12:00:00+00:00,0.07411111111111111,0.0,0.0,0.8758817673362761,0
2010-01-22 15:00:00+00:00,0.037000000000000005,0.0,0.0,0.34956159309016527,0
2010-01-22 18:00:00+00:00,0.07411111111111111,0.0,0.020019901529349512,0.14011117466941575,0
2010-01-22 21:00:00+00:00,0.1111111111111111,0.0,0.0,0.2154561531684448,0
2010-01-23 00:00:00+00:00,0.25922222222222224,0.035908487843252304,0.0631327711352238,0.8135126605952107,0
2010-01-23 03:00:00+00:00,0.1481111111111111,0.1489940265571094,0.020959150857972453,0.6535134231861568,0
2010-01-23 06:00:00+00:00,0.1111111111111111,0.0,0.0466906867423189,0.6390395912024194,0
2010-01-23 09:00:00+00:00,0.2222222222222222,0.15199137857548928,0.13218673928133606,0.5544935555973554,0
2010-01-23 12:00:00+00:00,0.18522222222222223,0.08478474918386708,0.00579718900155983,0.10260381691847309,0
2010-01-23 15:00:00+00:00,0.037000000000000005,0.06674064100740892,0.08606797262829587,0.5641227539134177,0
2010-01-23 18:00:00+00:00,0.037000000000000005,0.0,0.0,0.8562152244412788,0
2010-01-23 21:00:00+00:00,0.1111111111111111,0.0,0.0,0.610651823759444,0
2010-01-24 00:00:00+00:00,0.1111111111111111,0.0,0.0,0.3007231830545283,0
2010-01-24 03:00:00+00:00,0.1481111111111111,0.07908820499368935,0.09490198143848136,0.27606473646489393,0
2010-01-24 06:00:00+00:00,0.1481111111111111,0.0,0.0,0.8764317209946362,0
2010-01-24 09:00:00+00:00,0.18522222222222223,0.19104414090196148,0.22629853380168458,0.8240009089582498,1
2010-01-24 12:00:00+00:00,0.1481111111111111,0.0,0.00673798099810323,0.5967257443348105,0
2010-01-24 15:00:00+00:00,0.1111111111111111,0.0,0.0,0.5236396240114303,0
2010-01-24 18:00:00+00:00,0.07411111111111111,0.0,0.005479387542683034,0.3757426650974377,0
2010-01-24 21:00:00+00:00,0.037000000000000005,0.0,0.0,0.29298788328381375,0
2010-01-25 00:00:00+00:00,0.07411111111111111,0.10753380006622222,0.09438440774171107,0.4056680779861599,0
2010-01-25 03:00:00+00:00,0.07411111111111111,0.0,0.0,0.2935378947925773,0
2010-01-25 06:00:00+00:00,0.1481111111111111,0.1686072968717503,0.08128565071787136,0.2970207485182105,0
2010-01-25 09:00:00+00:00,0.037000000000000005,0.0,0.0,0.2889278026681932,0
2010-01-25 12:00:00+00:00,0.1481111111111111,0.0,0.0,0.21717131084034175,0
2010-01-25 15:00:00+00:00,0.0,0.09313269129870476,0.15685184237506808,0.16121902215331554,0
2010-01-25 18:00:00+00:00,0.037000000000000005,0.0,0.07862290084384856,0.8697373424255062,0
2010-01-25 21:00:00+00:00,0.1481111111111111,0.1504539754406568,0.18768422432666723,0.20921349104580297,0
2010-01-26 00:00:00+00:00,0.2222222222222222,0.00706033826880819,0.0,0.44083960961081214,0
2010-01-26 03:00:00+00:00,0.1481111111111111,0.06317233040842492,0.02640142426017817,0.7236675674612675,0
2010-01-26 06:00:00+00:00,0.037000000000000005,0.0,0.0,0.2201328079046883,0
2010-01-26 09:00:00+00:00,0.037000000000000005,0.00419397556781049,0.08826648944398068,0.3521444806623796,0
